FID,SITE_SEQ_N,SOURCE_SIT,HICAP_WELL,WI_UNIQUE_,PROPERTY_S,SOURCE_TYP,WATER_USE_,WATER_USE1,GLC_WATER_,SOURCE_STA,APPROVAL_D,COMPLETION,MAX_HYDR_C,MAX_DAILY_,ACTIVE_SOU,OPEN_INT_T,OPEN_INT_B,WELL_DEPTH,SCREENED,ELEV_M
2059,12434,7681,68726,UO667,9620,Groundwater,PS23,OTM - multi-unit housing,Commercial,LOCAP Residential or Fire Well,2007/04/23 00:00:00+00,2008/05/28 00:00:00+00,86400,4000,N,244,228,32,N,259.6134
2060,12807,753,67,BB355,6384,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1981/02/02 00:00:00+00,1965/06/28 00:00:00+00,1440000,1440000,Y,0,0,0, ,320.6252294
2061,12627,7886,68938,TY641,10159,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2007/08/13 00:00:00+00,2007/09/06 00:00:00+00,1440000,1440000,Y,241,232,31,Y,263.2121757
2062,12839,5886,36516,BE012,6494,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1965/03/31 00:00:00+00,1965/04/19 00:00:00+00,1728000,1728000,Y,0,0,0, ,339.3825961
2063,12922,9391,70640, ,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,28800,0,N,0,0,0, ,296.9285363
2064,12812,1443,1011,GF572,6388,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1993/04/27 00:00:00+00,1993/05/05 00:00:00+00,1440000,1440000,Y,308,302,26,Y,328.2360765
2065,12991,1524,1173, ,7129,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1993/07/01 00:00:00+00,,100800,100000,Y,0,0,0, ,258.0339966
2066,12896,5057,24049,BD086,6738,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1977/03/23 00:00:00+00,,0,1728000,Y,0,0,0, ,335.4689745
2067,12640,6014,36676,BE154,10229,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1980/06/19 00:00:00+00,1980/06/01 00:00:00+00,1008000,1008000,Y,0,0,0, ,306.7994873
2068,12445,3425,4094,GD171,9631,Groundwater,PS41,Public/transient,Commercial,EXISTING source,2010/07/13 00:00:00+00,1995/06/14 00:00:00+00,43200,43200,Y,241,240,32,Y,271.8309984
2069,12870,4814,23755,BC811,6600,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1971/02/08 00:00:00+00,,1440000,1440000,Y,0,0,0, ,335.359251
2070,12878,5054,24045,BD082,6627,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1977/02/01 00:00:00+00,1977/03/15 00:00:00+00,0,1728000,Y,0,0,0, ,333.7285784
2071,12892,5086,24093,BD123,6699,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1977/10/28 00:00:00+00,1977/11/08 00:00:00+00,1728000,1728000,Y,0,0,0, ,345.2195235
2072,12898,1340,821,FR742,6750,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1992/05/08 00:00:00+00,1992/06/09 00:00:00+00,1728000,864000,Y,303,297,45,Y,341.9672941
2073,12911,5184,24227,BD246,6827,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1983/05/23 00:00:00+00,1984/04/21 00:00:00+00,1440000,1440000,Y,0,0,0, ,335.8987529
2074,12935,8494,69631,WM310,6879,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2008/06/04 00:00:00+00,2008/06/25 00:00:00+00,1152000,1152000,Y,226,173,83,N,255.7720032
2075,12042,4559,18948,CB535,8140,Groundwater,IR21,Forestry irrigation,Irrigation,EXISTING source,1989/05/24 00:00:00+00,1989/05/25 00:00:00+00,1152000,1152000,Y,218,158,97,N,254.1269989
2076,12180,1754,1490,HW358,8791,Groundwater,IN61,"Mining, quarrying",Industrial,APPROVED well with well report,1994/10/14 00:00:00+00,1995/02/06 00:00:00+00,1584000,1584000,Y,264,217,96,N,313.2490471
2077,12421,3195,3716,GP984,9548,Groundwater,PS42,Lodging,Commercial,EXISTING source,2002/05/03 00:00:00+00,,14400,1000,Y,0,0,0, ,311.8169861
2078,12751,1165,558,DR019,10767,Groundwater,IR32,Park&Rec field irrig,Irrigation,EXISTING source,1991/04/02 00:00:00+00,1989/09/25 00:00:00+00,64800,21000,Y,300,267,45,N,311.8286873
2079,12860,4734,23660,BC722,6555,Groundwater,IR10,Agricultural irrigation,Irrigation,FILLED & SEALED well,1966/05/18 00:00:00+00,1959/08/20 00:00:00+00,1440000,1440000,N,0,0,0, ,348.1273274
2080,12185,6528,66408,BF011,8813,Groundwater,IN99,Industrial - other,Industrial,EXISTING source,1984/05/24 00:00:00+00,1984/06/22 00:00:00+00,936000,312000,Y,0,0,0, ,264.0327023
2081,12298,10469,84409,GT336,9104,Groundwater,OT01,Fire protection,Exempt Not Reported,EXISTING source,1984/10/24 00:00:00+00,1984/10/03 00:00:00+00,1440000,100000,Y,0,0,0, ,333.073251
2082,12309,9823,71129,YE432,9134,Groundwater,PS12,Hospitals/health inst,Commercial,APPROVED well with well report,2010/06/04 00:00:00+00,2010/08/25 00:00:00+00,792000,792000,Y,254,242,44,Y,286.2172645
2083,12411,3769,4654,QI717,9503,Groundwater,PS23,OTM - multi-unit housing,Commercial,LOCAP Residential or Fire Well,2004/12/13 00:00:00+00,2001/10/24 00:00:00+00,28800,18000,N,263,262,19,Y,280.9515394
2084,12486,3665,4490,SU221,9742,Groundwater,PS44,"Business, retail",Commercial,APPROVED well with well report,2004/07/30 00:00:00+00,2005/05/18 00:00:00+00,86400,86000,Y,255,233,42,N,275.3870977
2085,12565,7523,68516,JC705,9959,Groundwater,PS41,Public/transient,Commercial,EXISTING source,2006/10/19 00:00:00+00,1973/03/31 00:00:00+00,86400,4000,Y,0,0,0, ,229.9152127
2086,12643,8170,69282,UL660,10241,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2007/12/07 00:00:00+00,2008/04/29 00:00:00+00,1440000,1440000,Y,325,315,33,Y,348.0602804
2087,12690,8919,70137, ,10441,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/23 00:00:00+00,,28800,1000,N,0,0,0, ,248.2504471
2088,12716,9484,70734,UY103,10567,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2009/10/19 00:00:00+00,2009/10/27 00:00:00+00,1152000,1152000,Y,240,202,78,N,280.0584776
2089,12732,9740,71041,RB419,10629,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2010/04/07 00:00:00+00,2002/08/27 00:00:00+00,28800,600,N,259,258,24,Y,282.579161
2090,12776,832,163,BB448,10846,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1976/07/23 00:00:00+00,1976/08/24 00:00:00+00,432000,432000,Y,0,0,0, ,272.3430602
2091,12792,6753,67470, ,2618,Groundwater,AQ10,Aquaculture,Livestock,EXISTING source,2004/07/29 00:00:00+00,1985/05/30 00:00:00+00,57600,50000,Y,0,0,0, ,240.3730011
2092,12811,938,288,BB568,11985,Groundwater,IR23,Cranberry irrigation,Irrigation,EXISTING source,1981/10/07 00:00:00+00,1981/11/09 00:00:00+00,1296000,1296000,Y,0,0,0, ,320.2808039
2093,12828,807,136, ,6457,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1975/08/04 00:00:00+00,1975/08/19 00:00:00+00,1440000,1440000,Y,0,0,0, ,318.0526981
2094,12831,2299,2358,MD690,6478,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1998/12/17 00:00:00+00,1998/12/28 00:00:00+00,1728000,1728000,Y,308,299,52,Y,351.5502255
2095,12855,8146,69252,UP741,6534,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2007/11/21 00:00:00+00,2008/05/23 00:00:00+00,576000,576000,Y,303,297,28,Y,324.8802255
2096,12885,4956,23929,BC977,6674,Groundwater,DS11,Privt/single residence,Commercial,EXISTING source,1975/09/02 00:00:00+00,1975/09/08 00:00:00+00,1584000,1584000,Y,0,0,0, ,334.6490804
2097,12901,5150,24180,BD200,6788,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1980/11/05 00:00:00+00,1980/11/20 00:00:00+00,1440000,1440000,Y,0,0,0, ,363.6447059
2098,12917,9440,70689, ,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,28800,0,N,0,0,0, ,296.9285363
2099,12475,6700,67416,JC973,9717,Groundwater,PS42,Lodging,Commercial,APPROVED well with well report,2004/04/30 00:00:00+00,1982/05/28 00:00:00+00,31680,8000,Y,243,240,30,Y,273.121822
2100,12388,2884,3178,LN580,9440,Groundwater,IR22,Orchards/nursery irrig,Irrigation,EXISTING source,2000/07/20 00:00:00+00,1997/12/17 00:00:00+00,50400,50000,Y,250,247,30,Y,277.6770602
2101,12504,5827,36445,BD942,9770,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1974/07/22 00:00:00+00,1973/06/13 00:00:00+00,1440000,1440000,Y,0,0,0, ,330.5830216
2102,12595,7691,68737,UC065,10052,Groundwater,PS23,OTM - multi-unit housing,Commercial,APPROVED well with well report,2007/04/09 00:00:00+00,2007/04/23 00:00:00+00,93600,90000,Y,293,291,17,Y,308.235102
2103,12373,5222,24270,BD289,14242,Groundwater,IR10,Agricultural irrigation,Irrigation,FILLED & SEALED well,1985/06/17 00:00:00+00,1985/07/26 00:00:00+00,720000,720000,N,0,0,0, ,324.8222941
2104,12446,3422,4091,JF494,9631,Groundwater,PS41,Public/transient,Commercial,EXISTING source,2003/07/10 00:00:00+00,1962/06/02 00:00:00+00,36000,36000,Y,244,244,29,N,273.2559347
2105,12519,7820,68864,WK135,9816,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2007/07/02 00:00:00+00,2007/07/16 00:00:00+00,1080000,1080000,Y,234,141,109,N,249.5757243
2106,12616,5180,24222,BD241,10135,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1982/12/01 00:00:00+00,1982/11/18 00:00:00+00,1728000,1728000,Y,0,0,0, ,346.868502
2107,12830,4768,23705,BC763,6476,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1970/04/09 00:00:00+00,1959/11/14 00:00:00+00,1440000,1440000,Y,0,0,0, ,357.3383745
2108,12847,4822,23768,BC824,6510,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1971/06/07 00:00:00+00,1971/09/15 00:00:00+00,1440000,1440000,Y,0,0,0, ,319.4852804
2109,12858,1223,649,DR440,6546,Groundwater,IN99,Industrial - other,Industrial,EXISTING source,1991/05/16 00:00:00+00,1991/05/31 00:00:00+00,864000,864000,Y,320,314,30,Y,344.1008941
2110,12912,4860,23814,BC868,14518,Groundwater,IR99,Irrigation - other,Irrigation,EXISTING source,1968/04/05 00:00:00+00,1968/04/10 00:00:00+00,2880000,2880000,Y,0,0,0, ,334.7984294
2111,12894,1927,1703,SH625,6731,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2004/07/15 00:00:00+00,2004/10/11 00:00:00+00,1440000,1440000,Y,295,289,69,Y,358.0028549
2112,12890,4980,23956,BD004,6689,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1975/02/18 00:00:00+00,1975/05/30 00:00:00+00,0,1728000,Y,0,0,0, ,349.0508804
2113,12923,9386,70635,VF661,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,2010/07/08 00:00:00+00,28800,0,N,276,275,23,Y,297.4277988
2114,12420,6950,67718,ST884,9548,Groundwater,PS42,Lodging,Commercial,APPROVED well with well report,2005/06/15 00:00:00+00,2005/06/22 00:00:00+00,28800,1000,Y,254,253,54,Y,307.0379944
2115,12437,3438,4117,SN279,9620,Groundwater,PS23,OTM - multi-unit housing,Commercial,LOCAP Residential or Fire Well,2003/05/15 00:00:00+00,2004/11/18 00:00:00+00,86400,2000,N,258,227,44,N,270.8190602
2116,12465,3464,4154,RB749,9696,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2004/03/22 00:00:00+00,2004/04/21 00:00:00+00,1440000,1440000,Y,329,320,19,Y,339.2759235
2117,12487,3692,4522,SN259,9743,Groundwater,DS12,Privt/multi residences,Commercial,EXISTING source,2004/04/12 00:00:00+00,2004/10/27 00:00:00+00,86400,5000,Y,245,226,43,N,268.2721645
2118,12521,5243,24298, ,9825,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1989/01/20 00:00:00+00,,1728000,1728000,Y,0,0,0, ,323.9749784
2119,12594,5202,24248,BD267,10051,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1984/03/13 00:00:00+00,1984/04/14 00:00:00+00,1440000,1440000,Y,0,0,0, ,319.7199451
2120,12620,8501,69638,TT605,10152,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2008/06/04 00:00:00+00,2004/12/02 00:00:00+00,21600,21600,Y,289,288,41,Y,328.7938471
2121,12668,6713,67431, ,10353,Groundwater,IR21,Forestry irrigation,Irrigation,EXPIRED well approval,2004/05/12 00:00:00+00,,720000,720000,N,0,0,0, ,338.3523706
2122,12689,8920,70138, ,10441,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2009/01/23 00:00:00+00,,432000,432000,Y,0,0,0, ,250.3678992
2123,6645,5760,36369, ,7046,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1981/07/06 00:00:00+00,1987/10/14 00:00:00+00,1440000,1440000,Y,0,0,0, ,264.384439
2124,12769,889,229,BB511,10815,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1988/03/16 00:00:00+00,1978/10/16 00:00:00+00,1728000,1728000,Y,0,0,0, ,319.8814981
2125,12793,6748,67467, ,2618,Groundwater,AQ10,Aquaculture,Livestock,EXISTING source,2004/07/29 00:00:00+00,,28800,29000,Y,0,0,0, ,239.1340027
2126,12806,725,38,BB328,6375,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1963/10/08 00:00:00+00,1964/07/16 00:00:00+00,0,1728000,Y,0,0,0, ,318.2234039
2127,12832,4836,23785,BC840,6479,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1980/10/15 00:00:00+00,1963/06/01 00:00:00+00,1440000,1440000,Y,0,0,0, ,333.9449745
2128,12837,5783,36396,BD894,6487,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1976/10/29 00:00:00+00,1976/11/18 00:00:00+00,720000,720000,Y,0,0,0, ,353.6838255
2129,12853,5076,24073,BD109,6527,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1982/03/19 00:00:00+00,1977/08/15 00:00:00+00,1728000,1728000,Y,0,0,0, ,326.0506471
2130,12856,5728,36332,BD831,6536,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1974/11/06 00:00:00+00,1958/06/03 00:00:00+00,1440000,1440000,Y,0,0,0, ,334.1888294
2131,12869,5210,24256,BD275,6598,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1984/05/22 00:00:00+00,,720000,720000,Y,0,0,0, ,331.4943706
2132,12879,4965,23939,BC987,6632,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1974/03/13 00:00:00+00,1974/04/22 00:00:00+00,1728000,1728000,Y,0,0,0, ,347.6944981
2133,25208,21213,91528, ,6972,Groundwater,IR10,Agricultural irrigation,Irrigation,PENDING approval in process,,,612000,610000,N,0,0,0, ,317.1992804
2134,12910,5183,24225,BD244,6771,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1983/03/15 00:00:00+00,1983/05/19 00:00:00+00,1440000,1440000,Y,0,0,0, ,343.6833196
2135,12915,5059,24051,BD088,6870,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1977/03/24 00:00:00+00,1977/09/08 00:00:00+00,1728000,1728000,Y,0,0,0, ,326.3310765
2136,12949,8634,69789,UY113,6958,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2008/07/30 00:00:00+00,2009/11/11 00:00:00+00,1440000,1440000,Y,297,284,31,Y,315.778902
2137,12997,901,244,BB526,7159,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2012/08/01 00:00:00+00,1978/10/25 00:00:00+00,1152000,1152000,Y,0,0,0, ,302.7989873
2138,12356,2603,2742,GV227,9343,Groundwater,DS11,Privt/single residence,Commercial,EXISTING source,1999/04/30 00:00:00+00,,14400,14000,Y,0,0,0, ,340.7877196
2139,12699,4723,23642,BC704,10500,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1972/10/03 00:00:00+00,1972/09/27 00:00:00+00,1440000,1680000,Y,0,0,0, ,343.0432471
2140,12747,5811,36426,BD924,14076,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1988/06/29 00:00:00+00,1962/06/30 00:00:00+00,1440000,1080000,Y,0,0,0, ,333.8535196
2141,12913,5153,24184,BD204,6837,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1985/08/12 00:00:00+00,1981/03/28 00:00:00+00,1296000,1296000,Y,0,0,0, ,342.2812471
2142,12435,3439,4119,RF367,9620,Groundwater,PS22,OTM - single-unit housing,Commercial,LOCAP Residential or Fire Well,2003/05/15 00:00:00+00,2003/05/23 00:00:00+00,86400,4000,N,249,218,44,N,261.8168004
2143,12919,9417,70666, ,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,28800,0,N,0,0,0, ,296.9285363
2144,12843,5034,24019,BD060,6503,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1976/09/22 00:00:00+00,1976/06/28 00:00:00+00,1728000,1728000,Y,0,0,0, ,333.1250804
2145,12863,5259,24321,DN505,6578,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1989/10/19 00:00:00+00,1990/04/06 00:00:00+00,1728000,1728000,Y,310,301,23,Y,324.0633451
2146,12921,9407,70656, ,6872,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2009/01/01 00:00:00+00,,28800,0,N,0,0,0, ,296.9285363
2147,12902,7735,68777,TY628,6795,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2007/04/23 00:00:00+00,2007/06/26 00:00:00+00,1440000,1440000,Y,310,301,23,Y,323.313549
2148,12814,5929,36569, ,6392,Groundwater,IR10,Agricultural irrigation,Irrigation,FILLED & SEALED well,1975/06/19 00:00:00+00,1975/07/09 00:00:00+00,1440000,1440000,N,0,0,0, ,322.7466255
2149,13049,6031,36694,BE171,7338,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1981/04/20 00:00:00+00,1981/05/11 00:00:00+00,1152000,1152000,Y,0,0,0, ,335.8743451
2150,13173,5667,35322,BD760,7860,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1964/03/02 00:00:00+00,1964/05/12 00:00:00+00,540000,540000,Y,0,0,0, ,278.6063988
2151,13624,4984,23961,BD008,9541,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1975/05/23 00:00:00+00,1975/06/15 00:00:00+00,1440000,1440000,Y,0,0,0, ,330.330051
2152,13731,7092,67923,TC119,9847,Groundwater,OT01,Fire protection,Exempt Not Reported,LOCAP Residential or Fire Well,2005/11/17 00:00:00+00,2006/04/06 00:00:00+00,720000,250000,N,246,240,44,Y,283.613349
2153,14795,15115,0, ,5344,Surface Water,AQ10,Aquaculture,Livestock,EXISTING source,,,216000,0,Y,0,0,0, ,284.0047112
2154,13007,6062,36729,BE205,7187,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,1984/08/08 00:00:00+00,,1440000,1440000,Y,0,0,0, ,348.4321274
2155,13052,731,45,BB335,7347,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1964/05/22 00:00:00+00,1964/07/15 00:00:00+00,1440000,1440000,Y,0,0,0, ,322.3168471
2156,13841,7954,69037,UM791,10189,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2007/09/27 00:00:00+00,2007/11/03 00:00:00+00,1440000,1440000,Y,302,290,64,Y,354.256851
2157,13822,5755,36364,BD862,10124,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1958/11/19 00:00:00+00,,1008000,864000,Y,0,0,0, ,255.3937506
2158,13099,2206,2189,KU668,7513,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1997/08/01 00:00:00+00,1997/08/05 00:00:00+00,1728000,1728000,Y,311,299,49,Y,348.0572294
2159,13669,1960,1831,FL922,9659,Groundwater,IR23,Cranberry irrigation,Irrigation,APPROVED well with well report,1996/04/18 00:00:00+00,1996/05/06 00:00:00+00,2160000,2160000,Y,252,240,37,Y,277.1775
2160,13703,3702,4532,SN233,9743,Groundwater,PS23,OTM - multi-unit housing,Commercial,TEMP capped well,2004/04/12 00:00:00+00,2004/09/21 00:00:00+00,86400,5000,Y,255,229,42,N,271.1046614
2161,13956,6623,67319,RT816,10590,Groundwater,IR10,Agricultural irrigation,Irrigation,APPROVED well with well report,2003/07/28 00:00:00+00,2003/11/07 00:00:00+00,1440000,1440000,Y,294,282,75,Y,356.7196216
2162,13040,5788,36403,BD901,7322,Groundwater,IN31,Food manufacturing,Industrial,APPROVED well with well report,1964/05/27 00:00:00+00,1961/06/28 00:00:00+00,72000,101000,Y,0,0,0, ,346.408251
2163,13169,2300,2359,MD693,7847,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1998/10/21 00:00:00+00,1998/12/07 00:00:00+00,1440000,1440000,Y,257,254,23,Y,277.5066892
2164,13768,7524,68517,QY740,9959,Groundwater,PS41,Public/transient,Commercial,EXISTING source,2006/10/19 00:00:00+00,2002/07/15 00:00:00+00,50400,2000,Y,177,156,75,N,230.4016761
2165,13970,9818,71124, ,10652,Groundwater,DS11,Privt/single residence,Commercial,LOCAP Residential or Fire Well,2010/06/02 00:00:00+00,1982/08/26 00:00:00+00,28800,0,N,0,0,0, ,357.6705961
2166,13043,1573,1253,FR743,7325,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2010/03/25 00:00:00+00,1994/05/04 00:00:00+00,1440000,1440000,Y,308,299,29,Y,327.4953961
2167,13135,7285,68224,TB473,7656,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,2006/05/25 00:00:00+00,2006/06/02 00:00:00+00,1440000,1440000,Y,305,298,25,Y,323.4476804
2168,13237,6134,38645,CR679,8217,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1989/09/09 00:00:00+00,1989/09/19 00:00:00+00,288000,288000,Y,291,288,20,Y,307.7291235
2169,13030,5952,36597,BE086,7274,Groundwater,IR10,Agricultural irrigation,Irrigation,EXISTING source,1976/09/24 00:00:00+00,1976/10/17 00:00:00+00,1440000,1440000,Y,0,0,0, ,356.926902
2170,13630,3190,3711,BP166,9548,Groundwater,PS31,Public/non-transient,Commercial,EXISTING source,2002/05/03 00:00:00+00,1979/05/25 00:00:00+00,43200,4000,Y,255,243,58,N,301.1340027
