OBJECTID,ASSESSMENT_UNIT_SEQ_NO,OFFICIAL_NAME,LOCAL_NAME,WATER_TYPE,START_MILE_NO,END_MILE_NO,WATER_TYPE_SIZE_AMT,MEASUREMENT_UNIT,TROUT_CLASS_CODE,WBIC,ORW_ERW,IMPAIRED_WATER_LISTED_FLAG,FED_WILD_SCENIC_FLAG,CLASSIFICATION,CLASSIFICATION_STATUS,DECISION_DATE,INFO_SOURCES,DOCUMENT_URL,ASSESSMENT_UNIT_COMMENT,SHAPELEN
4286,14354,Turton Creek,Turton Creek (American Valley Creek),RIVER,2.87,3.6,0.73,MILES,CLASS II,1777100,,Y,,Cold  (Class II Trout),Official,11/03/2015,"Fish IBI Analysis Package, Trout Book: 2016 Wisconsin Trout Streams, Total Phosphorus Package - Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560179"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560175"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124439313""",This AU: Mill Road to Thompson Valley Road.,1174.90319466996
4287,14355,Turton Creek,Turton Creek (American Valley Creek),RIVER,3.6,8.15,4.55,MILES,CLASS II,1777100,,N,,Cold  (Class II Trout),Official,12/15/2015,"Fish Community Survey Data, Trout Book: 2016 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560179"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560175"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124439313""",This AU: 0.05 miles west of Thompson Valley Road to Unnamed Trib (WBIC 1778300).,7316.29752213534
4294,14473,Trout Creek,Trout Creek,RIVER,0,8.48,8.48,MILES,CLASS II,1815000,,N,,Cold  (Class II Trout),Official,12/14/2015,"Fish Community Survey Data, Trout Book: 2016 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559241"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559241"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124420370"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559968""",This AU: entire stream.,13647.2372348428
4296,14477,Tamarack Creek,Tamarack Creek,RIVER,0,3.05,3.05,MILES,CLASS II,1816200,,N,,Cold  (Class II Trout),Official,12/14/2015,"Fish IBI Analysis Package, Trout Book: 2016 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559173"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559177"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559968""",This AU:  Mouth to CTH J in S23 T23N R12W.,4914.10768334063
4297,14479,Elk Creek,Elk Creek,RIVER,0,3.32,3.32,MILES,CLASS II,1817000,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2016 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124439305"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124439313"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124439309""",This AU:  Mouth to STH 88 in Gilmanton.,5335.64033768823
4306,14363,Traverse Valley Creek,Traverse Valley Creek,RIVER,0,6.1,6.1,MILES,CLASS II,1780500,,N,,Cold  (Class II Trout),Official,12/14/2015,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2016 Wisconsin Trout Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559189"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559200"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124420370"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559968""",,9817.01842336101
4307,14364,Traverse Valley Creek,Traverse Valley Creek,RIVER,6.1,8.96,2.86,MILES,CLASS II,1780500,,N,,Cold  (Class II Trout),Official,12/14/2015,"Fish Community Survey Data, Chloride Assessment Package, Trout Book: 2016 Wisconsin Trout Streams, SWIMS Data and Professional Decision, Total Phosphorus Package - Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559189"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559200"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124420370"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124559968""",,4596.96979794457
4313,14482,South Fork Elk Creek,"Elk Creek, South Fork",RIVER,0,5.06,5.06,MILES,CLASS III,1817500,,N,,Class III Trout,Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU:  Mouth to Linse Rd.,8143.7338690194
4315,14484,Kilness Creek,Kilness Creek,RIVER,0,4.05,4.05,MILES,CLASS III,1818200,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU:  Mouth to Buffalo-Trempealeau county line.
",6517.23553328619
4316,14485,Cooke Valley Creek,Cooke Valley Creek,RIVER,0,2.8,2.8,MILES,CLASS III,1818300,,N,,Class III Trout,Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,entire stream,4504.55138024643
4319,14672,Hackett Creek,Hackett Creek,RIVER,0,3.95,3.95,MILES,CLASS I,2231400,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,,6361.11724635634
4321,14679,Price Creek,Price Creek,RIVER,0,4.05,4.05,MILES,CLASS I,2234000,ERW,N,,NA,NA,NA,Fish IBI Analysis Package,NA,"This AU: from mouth upstream to road crossing in S12, T37N, R3W",6517.66578928404
4322,1473218,Unnamed,Creek S18-30 (Flambeau River Trib),RIVER,0,2.31,2.31,MILES,CLASS I,2276200,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,3723.02400392841
4323,1473243,Unnamed,Creek S10-9 (Flambeau River Trib),RIVER,0,2.5,2.5,MILES,CLASS I,2276500,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,4018.53763335707
4324,1473297,Log Creek,Log Creek,RIVER,8.43,13.98,5.55,MILES,CLASS III,2277900,,N,,Class III Trout,Official,01/01/2002,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: from old RR crossing in S34, T40N, R03W upstream to headwaters.",8936.44565607666
4327,14373,Lakes Coulee Creek,Lakes Coulee Creek,RIVER,0,6.43,6.43,MILES,CLASS III,1799600,,N,,Class III Trout,Official,,Trout Book: 2002 Spatial Data,NA,entire stream,10355.4468716336
4330,14383,Sport Valley Creek,Sport Valley Creek,RIVER,0,3.44,3.44,MILES,CLASS III,1783500,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,entire stream,5532.62835521187
4332,14387,Bruce Valley Creek,Bruce Valley Creek,RIVER,0,6.49,6.49,MILES,CLASS II,1786700,,Y,,Cold  (Class II Trout),Official,12/14/2015,"Fish IBI Analysis Package, Trout Book: 2016 Wisconsin Trout Streams, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560191"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560195"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124439313""",AU: entire stream,10438.0221904971
4338,1439712,North Fork Buffalo River,North Fork Buffalo River,RIVER,4.82,15.75,10.93,MILES,CLASS I,1829700,ERW,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU:  Trempealeau-Jackson county line to the headwaters.,17595.4810503784
4339,14498,Rossman Creek,Rossman Creek,RIVER,0,3.66,3.66,MILES,CLASS II,1822400,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU:  Mouth to the Buffalo-Trempealeau county line.,5883.80188601337
4341,1473379,Unnamed,Creek S1-12 (Flambeau River Trib),RIVER,0,1.66,1.66,MILES,CLASS I,2278600,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,2679.00678122509
4344,14686,Nelson Creek,Nelson Creek,RIVER,0,4.03,4.03,MILES,CLASS II,2248400,,N,,Cold  (Class II Trout),Official,01/01/1980,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,6493.65938641968
4345,14688,Smith Creek,Smith Creek (Flambeau),RIVER,3.47,5.63,2.16,MILES,CLASS III,2249100,,N,,Class III Trout,Official,01/01/1980,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This segment might be part of Maiden Cr. according to O/ERW paper maps. That's why it is listed as 'conflict'.

This AU: this wbic has three different stream names, starting from the mouth; Smith Creek (Flambeau Creek), Maiden Creek, Unnamed. In 1980 Trout Book this whole wbic is shown as Class III and the portion of Maiden Creek with wbic = 2249400 is shown as Class I. It seems that the 2002 Trout book and the OERW layer confused stream names and the associated trout stream classifications. I substituted the classifications from 1980 to inform the 2002 trout layer and OERW layer and made the assessments accordingly.",3476.18357742695
4346,14689,Maiden Creek,Maiden Creek,RIVER,0,2.66,2.66,MILES,CLASS I,2249400,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream. The 2002 trout book ,in error, classified the Maiden Creek portion of wbic= 2249100 as Class I, but not this portion. ",4275.8540413266
4347,14690,Mt Pelee Creek,Mt. Pelee Creek,RIVER,0,2.84,2.84,MILES,CLASS I,2249600,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,4572.20923179412
4348,14691,Spring Creek,Spring Creek (Flambeau Creek),RIVER,0,1.7,1.7,MILES,CLASS II,2250300,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,2742.01906186776
4349,14388,North Branch Elk Creek,Elk Creek-North Branch,RIVER,0,6.6,6.6,MILES,CLASS III,1788900,,N,,Class III Trout,Official,,Trout Book: 2002 Spatial Data,NA,entire stream,10628.7033390632
4352,14393,Pigeon Creek,Pigeon Creek,RIVER,0,7.52,7.52,MILES,CLASS II,1792500,,Y,,Cold  (Class II Trout),Official,12/15/2015,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2016 Wisconsin Trout Streams, Total Phosphorus Package - Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560187"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560183""",This AU:  Mouth to Pigeon Falls pond outlet.,12097.2796285244
4353,14394,Pigeon Creek,Pigeon Creek,RIVER,7.93,14.89,6.96,MILES,CLASS II,1792500,,Y,,Cold  (Class II Trout),Official,12/14/2015,"Fish Community Survey Data, Trout Book: 2016 Wisconsin Trout Streams, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams","""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560134"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560138"", ""http://dnr.wi.gov/water/wsSWIMSDocument.ashx?documentSeqNo=124560077""",This AU:  Pigeon Falls pond inlet to CTH FF.,11198.8565165345
4354,14500,Lindsay Creek,Lindsay Creek,RIVER,0,1.94,1.94,MILES,CLASS III,1823000,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU:  Mouth to the Trempealeau-Eau Claire county line.,3120.48247266495
4355,14502,Big Creek,Big Creek,RIVER,3.81,8.77,4.96,MILES,CLASS II,1823300,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU:  Trempealeau-Eau Claire county line to the headwaters.,7976.97243892697
4356,14503,Adams Creek,Adams Creek,RIVER,0,4.25,4.25,MILES,CLASS II,1823600,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,entire stream,6838.88872271136
4357,14504,King Creek,King Creek,RIVER,0,2.61,2.61,MILES,CLASS I,1826200,,N,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Impaired Waters Monitoring, Trout Book: 1980 Blue Book",NA,This AU:  Mouth to CTH H.,4203.62926604182
4361,1484963,Little Elk River,Little Elk Creek,RIVER,4.04,6.77,2.73,MILES,CLASS I,2240200,ERW,N,,NA,NA,NA,Macroinvertebrate IBI Package,NA,This AU: from 1.3 mile above and below Foytik Cr. This is a Class I section that was omitted in 2002 trout spatial data layer. It is in between two Class III sections. ,4400.1504818908
4362,1485090,Unnamed,Creek 31-11,RIVER,0.23,3.08,2.85,MILES,CLASS I,484800,ERW,N,,NA,NA,NA,Trout Book: 1980 Blue Book,NA,"This aU:  Menominee-Oconto county line to the headwaters.
This is the 1973 trout/ERW depiction of Creek 31-11.  The 2002 trout depiction is a tributary to this stream with WBIC 3000207.",4589.01492290105
4363,1485173,Unnamed,Creek 3-1,RIVER,1.12,1.56,0.44,MILES,CLASS I,546400,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: Extension of WBIC 546400 as depicted in 2002 trout layer.  Downstream portion was called Creek 2-9, this portion is called Creek 3-1.",705.170357319645
4364,1485235,Unnamed,"Creek 3-16 (T33n, R16e)",RIVER,0,0.43,0.43,MILES,CLASS I,3000265,ERW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.

Is this ERW? Need to locate Creek 3-16.",684.183024802192
4366,14395,Fly Creek,Fly Creek,RIVER,0,7.2,7.2,MILES,CLASS II,1792600,,Y,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Lakes Assessment Package - TP/Chl a",NA,"AU: entire stream
",11587.1818981977
4369,14399,Big Slough,Big Slough Creek,RIVER,0,2.61,2.61,MILES,CLASS III,1795100,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,This AU:  Mouth to the Trempealeau-Jackson county line.,4195.71760743862
4374,14409,Tappen Coulee Creek,Tappen Coulee Creek,RIVER,0,5.06,5.06,MILES,CLASS III,1800300,,Y,,Class III Trout,Official,,"Watershed Tables Basin Plans, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,entire stream,8141.36090134538
4375,14507,Jermstad Creek,Jermstad Creek,RIVER,0,3.13,3.13,MILES,CLASS II,1828900,,N,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,AU: entire stream,5030.62494707461
4376,14508,North Fork Buffalo River,Buffalo River-North Fork,RIVER,0,4.82,4.82,MILES,CLASS II,1829700,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"AU: From Osseo to Trempealeau/Jackson county line: Class II , 
no O/ERW in datalayer",7752.94006075265
4381,14710,Ninemile Creek,Ninemile Creek (Georgetown Cr),RIVER,0,4.49,4.49,MILES,CLASS I,2237100,ERW,N,,Cold  (Class I Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: Entire stream. This river misnamed in 2002 trout book as Ninemile Creek (Flambeau Cr) it should be Ninemile Creek (Georgetown Cr) .,7219.26435089842
4383,14714,McIlquham Lake Creek,Mcilquham Lake Creek,RIVER,1.18,2.86,1.68,MILES,CLASS I,2237900,ERW,N,,Cold  (Class I Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: from McIlquham Lake inlet upstream to headwaters.,2717.83038888369
4385,1485377,Brule Creek,Brule Creek,RIVER,11.36,14.02,2.66,MILES,CLASS II,713200,ORW,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: From headwaters to Forest/Vilas county line.,4292.68930326986
4386,14724,Little Elk River,Little Elk River,RIVER,0.31,4.04,3.73,MILES,CLASS III,2240200,,N,,NA,NA,NA,Macroinvertebrate IBI Package,NA,This AU: from confluence with Chase Creek upstream to a point that is 1.3 miles downstream from Foytik Creek. ,5995.89810099126
4388,17643,White River,White River,RIVER,13.96,23.36,9.4,MILES,CLASS II,2892500,ERW,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,This AU: Bad River Tribal Land/Bayfield County line to White River Flowage.,15121.7967643963
4389,8106245,White River,White River,RIVER,23.85,63.03,39.18,MILES,CLASS II,2892500,ERW,N,,Cold  (Class II Trout),Official,,"Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data, Total Phosphorus Package - Streams",NA,This AU: White River Flowage inlet to just east of tributary by white River Road,63055.5883436715
4392,1493981,Tomorrow River,Tomorrow/Waupaca River,RIVER,18.45,32.3,13.85,MILES,CLASS I,270400,ORW,Y,,Cold  (Class I Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data, SWIMS Data and Professional Decision, Trout Book: 1980 Blue Book",NA,"This AU: Headwaters to Nelsonville Pond.
Headwaters location in this case is the end of WBIC 257400 lines, which is about 300 ft above State Highway 66. WBIC 270400 is an extension of the Tomorrow/Waupaca River (WBIC 257400) west of State Highway 66.  ",22297.2805356117
4393,1493645,Tomorrow River,Tomorrow/Waupaca River Headwaters,RIVER,32.3,34.07,1.77,MILES,CLASS I,270400,ORW,N,,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This is an extension of the Tomorrow/Waupaca River (WBIC 257400) west of Highway 66.  OERW maps show this as ORW up to the end of WBIC 270400.  2002 trout data indicates a separate headwaters at Mudhole Lake joining WBIC 270400 about 1 mile upstream from Highway 66.,2834.33031165849
4394,1517423,Thunder Lake Inlet,Creek 8-13b,RIVER,0,1.25,1.25,MILES,CLASS I,533700,ERW,Y,,Cold  (Class II Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Temperature Assessment Package, Trout Book: 1980 Blue Book",NA,"This AU named Creek 8-13b from O/ERW spatial layer, paper map, and 1980 trout book. Class I trout per 1980, 2002 trout books.  Thunder Lake Inlet is only between Thunder Lake and Sand Lake. Verify Location",2012.24111833675
4406,14749,Spring Creek,Spring Creek (Twn Of Emery),RIVER,0,3.93,3.93,MILES,CLASS II,2247900,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Macroinvertebrate IBI Package, Trout Book: 2002 Spatial Data",NA,This AU: entire stream,6325.64450013786
4407,14774,Dalrymple Creek,Dalrymple Creek,RIVER,0,4,4,MILES,CLASS II,2253900,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: entire stream,6384.63970405525
4410,14785,East Fork Hay Creek,E Fork Hay Creek,RIVER,3.07,5.45,2.38,MILES,CLASS III,2257900,,N,,Class III Trout,Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU: from the Iron-Price county line downstream to Camp 9 Creek,3830.23024154454
4411,14787,Cedar Creek,Cedar Creek,RIVER,0,3.61,3.61,MILES,CLASS I,2258200,,N,N,Cold  (Class I Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,"This AU: entire stream.
This stream is located in two counties: Price and Iron. Iron county part of the stream is about 0.5 mi. There is no mentioning of this stream in Iron county in both 1980 and 2002 trout books. However the 2002 trout spatial data and 2002 trout book map show the entire stream as trout. The AU (Class 1 trout) was created for the entire stream. This is a 1980 Class 2 and 2002 class 1 trout stream.",5814.72063164646
4412,14791,Camp C Creek,Camp C Creek,RIVER,0,4.01,4.01,MILES,CLASS II,2260600,,N,,Cold  (Class II Trout),Official,,"Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU:entire stream,6446.1342026953
4413,14417,Unnamed,Unnamed Creek 25-13,RIVER,0,2.03,2.03,MILES,CLASS I,1802500,ERW,N,,Cold  (Class I Trout),Official,,Trout Book: 2002 Spatial Data,NA,AU: entire stream,3274.52502896415
4414,14418,Skutley Creek,Skutley Creek,RIVER,0,3.91,3.91,MILES,CLASS II,1802700,,N,,Cold  (Class II Trout),Official,,"Fish Community Survey Data, Trout Book: 2002 Spatial Data",NA,This AU:  Mouth to northernmost crossing of Skutley Rd.,6292.42663356854
4415,14419,Skutley Creek,Skutley Creek,RIVER,3.91,6.28,2.37,MILES,CLASS I,1802700,ERW,N,,Cold  (Class I Trout),Official,,"Fish IBI Analysis Package, Trout Book: 2002 Spatial Data",NA,"This AU:  Northernmost crossing of Skutley Rd. to the headwaters.
OUT_EXCEP_SEQ_NO:  482 ",3816.90723320522
4416,14420,French Creek,French Creek,RIVER,0,4,4,MILES,CLASS I,1802900,,N,,Cold  (Class I Trout),Official,,"Watershed Tables Basin Plans, Trout Book: 2002 Spatial Data, Trout Book: 1980 Blue Book",NA,This AU:  Mouth to Mile 4 (at French Creek Rd.)  French Creek is not a WWSF but Class II and III trout stream (1980 Trout Book). 2002 data indicates the stream is supporting a Coldwater A community found in a Class I trout stream,6437.36102872338
